Name,Min_CPU_Speed,Recommended_CPU_Speed,Min_GPU_Memory,Recommended_GPU_Memory,Min_RAM,Recommended_RAM,Min_OS,Recommended_OS,Min_Storage,Recommended_Storage,Release_Date
Legacy of The Black Tower,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/5/2014
Last Inua,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,11/11/2014
Legend of Grimrock 2,2.7,2.83,640,1536,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,10/15/2014
Lara Croft and the Temple of Osiris,2,2.93,1536,1024,4 GB,8 GB,Windows Vista 32-bit,Windows 7 64-bit,5 GB,5 GB,12/9/2014
Labyrinthine Dreams,2,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,5/23/2014
Ku: Shroud Of The Morrigan,1.75,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,1 GB,1 GB,3/17/2014
Kromaia,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/23/2014
Zula - Europe,2.1165,2.1,320,640,1 GB,2 GB,Windows 7 32-bit,Windows 7 64-bit,1 GB,1 GB,11/24/2016
Legionwood 2: Rise of the Eternals Realm,1.86,2.1,128,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/28/2014
Zombie Night Terror,2.45,,512,,1 GB,0,Windows Vista 32-bit,0,1 GB,0,7/20/2016
Zombie City Defense 2,2.5,3.2,1024,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,8/19/2016
Satellite Reign,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,8/28/2015
SanctuaryRPG,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/13/2015
Samudai,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/9/2015
Saints Row: Gat Out Of Hell,2.95,2.5,960,1024,4 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,10 GB,10 GB,1/23/2015
Mount and Blade: Warband Napoleonic Wars,1.83,2.9,128,384,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,4/18/2012
MotorHEAT,1.83,2.5835,128,512,1 GB,1.5 GB,Windows Vista 32-bit,Windows Vista 32-bit,0MB,0MB,1/3/2012
Zone4,1.865,2.53,192,192,2 GB,1 GB,Windows XP 32-bit,Windows 7 64-bit,3 GB,3 GB,11/21/2016
Mortal Kombat Arcade Kollection,,,,,0,0,0,0,0,0,2/1/2012
Saint Seiya: Soldiers Soul,2.55,2.965,512,1152,1 GB,4 GB,Windows Vista 32-bit,Windows Vista 64-bit,12 GB,12 GB,11/27/2015
Ms. Splosion Man,,,,,0,0,0,0,0,0,4/6/2012
Mountain Crime: Requital,1.83,2.5835,192,256,1 GB,1.5 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,1/14/2012
Krautscape,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,0MB,0MB,3/31/2014
Kill The Bad Guy,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,4/28/2014
Samurai Warriors 4-II,2.4,2.85,192,1536,1 GB,2 GB,Windows Vista 32-bit,Windows 7 32-bit,11 GB,11 GB,9/29/2015
Moon Breakers,1.48,1.48,128,128,1 GB,1 GB,Windows XP 32-bit,Windows XP 32-bit,512 GB,512 GB,5/17/2012
Kraven Manor,,,,,0,0,0,0,0,0,9/26/2014
Kick-Ass 2 The Game,2.5,3.2,288,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 32-bit,1 GB,1 GB,4/24/2014
Karos,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/24/2014
KAMI,1.63,2.1,320,640,0MB,1 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,1/23/2014
ZHEROS,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/5/2016
Youtubers Life,1.9,2.1,320,640,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,5/18/2016
Kings Bounty: Dark Side,2.3965,2.05,192,1024,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 GB,8/14/2014
S.O.R.S,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/20/2015
RWBY: Grimm Eclipse - JNPR,3.415,3.7,1024,1536,4 GB,8 GB,Windows 7 64-bit,Windows 8 64-bit,4 GB,4 GB,12/1/2015
KickBeat Steam Edition,2.1,2.1,384,384,1 GB,2 GB,Windows Vista 32-bit,Windows Vista 32-bit,2 GB,2 GB,1/20/2014
Zombie Training Simulator,3.65,4.1,4096,6144,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,0MB,0MB,4/15/2016
RWBY: Grimm Eclipse,3.415,3.7,1024,1536,4 GB,8 GB,Windows 7 64-bit,Windows 8 64-bit,4 GB,4 GB,12/1/2015
Running Shadow,,,,,0,0,0,0,0,0,2/20/2015
Run Bot Run,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/1/2015
Ronin,2.5,3.2,768,2048,2 GB,2 GB,Windows XP 32-bit,Windows 7 64-bit,0MB,0MB,6/1/2015
Zero Escape: Zero Time Dilemma,2.865,2.85,512,1024,4 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,4 GB,6 GB,6/29/2016
Rogue System,2.35,3.115,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,1/1/2015
Rodina,2.65,2.9,1024,2048,2 GB,2 GB,Windows Vista 32-bit,Windows Vista 64-bit,0MB,0MB,7/28/2015
Modern Warfare 3: Collection 4,1.95,2.73,640,320,2 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,10/10/2012
Yore VR,3.65,3.8,6144,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,12 GB,12 GB,10/20/2016
Modern Warfare 3: Collection 3,1.95,2.73,640,320,2 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,8/19/2012
Modern Warfare 3: Collection 2,1.95,2.73,640,320,2 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,6/21/2012
Minion Master,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,12/10/2012
Yu-Gi-Oh! Legacy of the Duelist,2.2,2.1,768,1536,2 GB,4 GB,Windows 7 64-bit,Windows 8 64-bit,2 GB,2 GB,12/7/2016
Modern Warfare 3: Collection 1,1.95,2.73,640,320,2 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,4 GB,4 GB,5/8/2012
Zero Gravity,3.165,,960,2048,2 GB,4 GB,Windows 7 64-bit,Windows 7 64-bit,2 GB,2 GB,8/29/2016
Zero G Arena,3.35,2.95,1024,1536,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,3 GB,3 GB,11/3/2016
MLB 2K12,,,,,0,0,0,0,0,0,3/6/2012
Yesterday Origins,2.6,3.35,768,2048,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,4 GB,4 GB,11/10/2016
Miner Wars Arena,,,,,0,0,0,0,0,0,8/28/2012
JUJU,,,,,0,0,0,0,0,0,12/10/2014
XCOM 2 - Shens Last Gift,2.6,3,1024,2560,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,45 GB,45 GB,7/1/2016
Ruzar - The Life Stone,2.665,2.93,1408,1536,2 GB,4 GB,Windows XP 32-bit,Windows 7 32-bit,1 GB,1 GB,12/3/2015
Journal,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,0MB,0MB,2/17/2014
Jewel Match 4,,,,,0,0,0,0,0,0,5/5/2014
Joan Mad Run,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/10/2014
Joe Devers Lone Wolf HD Remastered,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,11/27/2014
XCOM 2 - Anarchys Children,2.6,3,1024,2560,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,45 GB,45 GB,3/17/2016
XCOM 2,2.6,3,1024,2560,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,45 GB,45 GB,2/5/2016
Rugby League Live 3,3,3.1,1024,2048,4 GB,4 GB,Windows 7 32-bit,Windows 7 32-bit,6 GB,6 GB,9/30/2015
WWE 2K17,3.45,3.7,1536,3072,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,50 GB,2/7/2017
WRC 6: FIA World Rally Championship,2.65,3.45,512,3584,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,25 GB,25 GB,10/8/2016
XCOM 2 - Alien Hunters,2.6,3,1024,2560,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,45 GB,45 GB,5/12/2016
WWE 2K16,3.1,3.45,1024,2048,4 GB,8 GB,Windows Vista 64-bit,Windows 7 64-bit,44 GB,22 GB,3/11/2016
Rock Simulator 2014,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,1/1/2015
Robty:Shadow World,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/5/2015
Robot Repair Human Diversity Outreach Program,,,,,0,0,0,0,0,0,11/1/2015
Robinson Crusoe and The Cursed Pirates,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/10/2015
Might and Magic Heroes VI: Pirates of the Savage Sea,2.3,2.465,384,640,1.5 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,7/12/2012
Yomawari: Night Alone,2.7,3.55,1024,1536,2 GB,2 GB,Windows 10 64-bit,0,2 GB,2 GB,10/25/2016
Might and Magic Heroes VI: Danse Macabre,2.3,2.465,384,768,1.5 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,9/27/2012
Midnight Mysteries 4: Haunted Houdini,1.5,,128,,1 GB,0,Windows XP 32-bit,0,0MB,0,3/28/2012
Microsoft Flight,2.15,2.83,384,768,2 GB,6 GB,Windows XP 32-bit,Windows 7 64-bit,10 GB,30 GB,2/29/2012
Roche Fusion,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/23/2015
Rocket League: Supersonic Fury,2.05,2.25,320,960,2 GB,4 GB,Windows XP 32-bit,Windows 7 32-bit,2 GB,2 GB,8/13/2015
Rocket League,2.05,2.25,320,960,2 GB,4 GB,Windows XP 32-bit,Windows 7 32-bit,2 GB,2 GB,7/7/2015
ROCKETSROCKETSROCKETS,1.85,1.85,320,512,2 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,0MB,5/1/2015
Miasmata,2.65,2.85,512,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,3 GB,3 GB,11/28/2012
Miasma 2,2.2,,768,,2 GB,0,Windows 7 32-bit,0,0MB,0,5/12/2012
Jazzpunk,1.8,2.1,320,640,2 GB,4 GB,Windows XP 64-bit,Windows 7 64-bit,2 GB,2 GB,2/7/2014
Jagged Alliance: Flashback,2.565,3.015,672,1536,4 GB,8 GB,Windows XP 32-bit,Windows 7 64-bit,1 GB,1 GB,5/15/2014
Worms W.M.D.,2.6,3.4,1024,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,1 GB,1 GB,8/23/2016
Ironclad Tactics: The Rise Of Dmitry,1.83,2.1,320,640,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/21/2014
Zoo Park,2.65,3,256,768,2 GB,3 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,1 GB,5/3/2013
It Moves,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,8/28/2014
Jet Car Stunts,3.53,3,768,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,0,0,5/1/2014
Young Justice: Legacy,,,,,0,0,0,0,0,0,11/22/2013
Zack Zero,2.05,2.4,384,960,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,4 GB,4 GB,4/29/2013
Yousei,1.5,,64,,0MB,0,Windows XP 32-bit,0,1 GB,0,2/1/2013
World Of Tanks: Blitz,1.63,2.1,320,640,2 GB,2 GB,Windows 7 32-bit,Windows 7 32-bit,3 GB,3 GB,11/9/2016
Zeno Clash 2,2.45,2.8,384,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,4 GB,4 GB,4/30/2013
ROAM,1.1,,64,,0MB,0,Windows XP 32-bit,0,0,0,1/1/2015
World of Fishing,1.6,2.6,320,384,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,3 GB,0,9/6/2016
World Of Final Fantasy,2.65,3,1024,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 GB,11/21/2017
Rivals Of Aether,1.1,1.2,128,192,1 GB,1 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/22/2015
Rise of Incarnates,2.6,2.9,256,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,0,0,1/1/2015
Road To The Candy,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/27/2015
Mensa Academy,2.5835,,384,,1 GB,0,Windows XP 32-bit,0,1 GB,0,7/27/2012
Rigid Boy 2,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/16/2015
Revival,2.5,3.2,768,2048,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,10 GB,10 GB,2/28/2015
Retro,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/7/2015
Men of War: Condemned Heroes,2.23,2.465,384,320,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,3 GB,3 GB,4/12/2012
McPixel,,,,,0,0,0,0,0,0,9/25/2012
Max Payne 3: Painful Memories DLC,2.6,3.3,384,1280,2 GB,3 GB,Windows XP 32-bit,Windows 7 64-bit,4 GB,4 GB,12/4/2012
Max Payne 3: Hostage Negotiation Pack,2.6,3.3,384,1280,2 GB,3 GB,Windows XP 32-bit,Windows 7 64-bit,1 GB,1 GB,10/30/2012
Max Payne 3: Local Justice,2.6,3.3,384,1280,2 GB,3 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,7/3/2012
World of Warcraft: Legion,2.98,3.25,768,1536,2 GB,4 GB,Windows XP 32-bit,Windows 10 64-bit,45 GB,45 GB,8/30/2016
Iris,,,,,0,0,0,0,0,0,4/12/2014
Iron Fisticle,,,,,0,0,0,0,0,0,9/16/2014
Invisible Inc,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,8/19/2014
Wolcen: Lords of Mayhem,3.1,3.3,1024,2560,4 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,18 GB,18 GB,2/13/2020
Interplanetary,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,4/18/2014
Ionball 2: Ionstorm,1.85,2.05,640,384,2 GB,4 GB,Windows XP 32-bit,Windows 7 32-bit,2 GB,2 GB,6/6/2014
Interwebz TROLL Simulator,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,8/20/2014
Ride,2.765,3.7,896,3584,4 GB,8 GB,Windows Vista 64-bit,Windows 8 64-bit,35 GB,35 GB,3/27/2015
Mechwarrior Online,2.78,3.25,768,1024,2 GB,8 GB,Windows Vista 32-bit,Windows 7 64-bit,4 GB,4 GB,10/29/2012
Winning Putt,2.35,3.65,384,1024,3 GB,4 GB,0,0,3 GB,4 GB,10/25/2016
Inside The Gear,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,11/21/2014
Insanitys Blade,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/1/2014
Xenonauts,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,5 GB,5 GB,5/31/2013
Medal of Honor: Warfighter - The Hunt Map Pack,2.05,3.03,448,1536,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,1 GB,1 GB,12/19/2012
Instant Dungeon!,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,11/25/2014
XCOM: Enemy Within,2.15,2.5,384,512,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,20 GB,20 GB,11/12/2013
Medal of Honor: Warfighter,2.05,3.03,448,1536,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,20 GB,20 GB,10/26/2012
Worms Clan Wars,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,8/15/2013
X Rebirth,2.165,3.3,768,1024,4 GB,8 GB,Windows XP 64-bit,Windows 7 64-bit,6 GB,10 GB,11/15/2013
Windlands,2.665,3.65,640,4096,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,3 GB,3 GB,4/5/2016
WRC Powerslide,2.365,3.05,512,512,1 GB,3 GB,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 GB,2/7/2014
WRC 4,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 GB,10/30/2013
Wrack,2.2,2.2,384,512,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,11/11/2013
WiLD,,,,,0,0,0,0,0,0,1/1/2016
Werewolves Within,3.65,3.65,4096,4096,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,1 GB,1 GB,12/6/2016
We Are The Dwarves,2.5,3.3,1024,1024,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,10 GB,10 GB,2/26/2016
Wayward Terran Frontier: Zero Falls,2.7,2.93,1664,1664,3 GB,4 GB,Windows Vista 64-bit,Windows 7 64-bit,0MB,1 GB,2/11/2016
Retention,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/13/2015
Retaliation: Enemy Mine,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/6/2015
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,2.93,2.83,416,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,23 GB,23 GB,3/18/2015
Resident Evil: Revelations 2 - Episode 3: Judgment,2.93,2.83,416,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,23 GB,23 GB,3/11/2015
Resident Evil: Revelations 2 - Episode 2: Contemplation,2.93,2.83,416,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,23 GB,23 GB,3/4/2015
Resident Evil: Revelations 2,2.93,2.83,416,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,23 GB,23 GB,2/25/2015
Resident Evil HD,2.6,2.83,960,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,16 GB,20 GB,1/20/2015
Whos Your Daddy,1.8,2.1,1024,2048,4 GB,6 GB,Windows XP 64-bit,Windows 7 64-bit,1 GB,1 GB,3/31/2016
Rescuer of Souls,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/20/2015
Max Payne 3,2.6,3.3,384,1280,2 GB,3 GB,Windows XP 32-bit,Windows 7 64-bit,35 GB,35 GB,6/1/2012
Master of Alchemy: Rise of the Mechanologists,2.63,,256,,0MB,0,Windows XP 32-bit,0,0MB,0,4/20/2012
Mass Effect Trilogy,1.85,2.75,768,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,15 GB,15 GB,11/6/2012
Mass Effect 3: Retaliation,,,,,0,0,0,0,0,0,10/9/2012
Mass Effect 3: Resurgence,,,,,0,0,0,0,0,0,4/10/2012
Mass Effect 3: Rebellion,1.85,2.75,512,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,5/29/2012
Mass Effect 3: Omega,1.85,2.75,512,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,11/27/2012
Mass Effect 3: Leviathan,1.85,2.75,512,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,8/29/2012
Influent,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,3/20/2014
Infinity Wars,2.5,3.2,768,2048,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,1 GB,2 GB,9/5/2014
Welkin Road,2.8,,960,,4 GB,0,Windows XP 64-bit,0,4 GB,0,4/13/2016
Infinity Runner,1.9,2.1,320,640,0MB,0MB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,7/14/2014
Infested Planet,2,2.165,320,640,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,3/6/2014
Inexistence,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/31/2014
Industry Empire,2.45,3.23,128,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,0MB,0MB,7/29/2014
World Mosaics 6,1.315,,64,,1 GB,0,Windows XP 32-bit,0,0MB,0,1/23/2013
World Golf Tour,1.5,,64,,0MB,0,Windows XP 32-bit,0,1 GB,0,1/1/2013
World Basketball Manager Tycoon,1.63,1.95,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,4/21/2013
Woodcutter Simulator 2013,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,5/31/2013
Wasted,2.5,3.2,768,2048,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,10 GB,10 GB,6/7/2016
Warhammer: The End Times - Vermintide Drachenfels,2.915,4.15,1024,3584,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,30 GB,5/26/2016
Warhammer: End Times - Vermintide Schluesselschloss,2.915,4.15,1024,3072,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,30 GB,4/7/2016
Warhammer: End Times - Vermintide Last Stand,2.915,4.15,1024,3072,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,30 GB,4/10/2016
Warhammer: End Times - Vermintide Karak Azgaraz,2.915,4.15,1024,3072,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,30 GB,12/15/2016
Republique,2.25,2.95,512,2048,2 GB,4 GB,Windows Vista 32-bit,Windows 8 64-bit,5 GB,5 GB,2/25/2015
Renowned Explorers: International Society,2.28,2.93,384,768,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,1 GB,1 GB,9/2/2015
Renna,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,3/1/2015
RED Fuse: Rolling Explosive Device,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,9/16/2015
Mass Effect 3: Firefight Pack,1.85,2.75,512,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,8/7/2012
Mass Effect 3: Earth,1.85,2.75,512,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,7/17/2012
Remnant Z,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/20/2015
Mass Effect 3,1.85,2.75,512,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,15 GB,15 GB,3/9/2012
Watching Grass Grow In VR - The Game,3.65,4.05,4096,4096,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,0MB,0MB,8/22/2016
World of Warplanes,2.33,2.15,256,640,2 GB,3 GB,Windows 7 32-bit,Windows 8 64-bit,19 GB,30 GB,11/13/2013
IFSCL,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,8/8/2014
Ickle Monsters,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/27/2014
Icewind Dale: Enhanced Edition,1.1,,64,,0MB,0,Windows XP 32-bit,0,3 GB,0,10/30/2014
I Will Escape,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/22/2014
Watch Dogs 2,3,3.15,2048,3584,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,50 GB,50 GB,11/29/2016
Warshift,2.35,3.48,1024,3584,4 GB,8 GB,Windows 7 32-bit,Windows 7 32-bit,5 GB,5 GB,10/13/2016
Mass Effect 3: From Ashes,1.85,2.75,256,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,3/9/2012
Hyper Fighters,1.975,2.1,192,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,6/14/2014
Hunters of The Dead,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/4/2014
Wizardry Online,2.165,3.1,384,1024,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 GB,1/30/2013
Wiwis Adventures 3,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,8/31/2013
White,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,1/1/2013
When in Rome,1.5,,64,,0MB,0,Windows XP 32-bit,0,1 GB,0,8/20/2013
Wetware,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/11/2013
Wargame: Red Dragon - Nation Pack: Netherlands,2.55,2.565,384,1024,2 GB,4 GB,Windows XP 32-bit,Windows Vista 64-bit,20 GB,20 GB,4/19/2016
I Am Bread,2.3,2.1,768,1024,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2.5 GB,2.5 GB,12/3/2014
Winter Voices Ep 6: Falls,2.4,,256,,2 GB,0,0,0,0MB,0,9/17/2013
Wargame: Red Dragon - Russian Roulette,2.55,2.565,384,1024,2 GB,4 GB,Windows XP 32-bit,Windows Vista 64-bit,20 GB,20 GB,11/8/2016
Wargame: Red Dragon - Nation Pack: Israel,2.55,2.565,384,1024,2 GB,4 GB,Windows XP 32-bit,Windows Vista 64-bit,20 GB,20 GB,10/4/2016
Wargame: Red Dragon - Double Nation Pack: REDS,2.55,2.565,384,1024,2 GB,4 GB,Windows XP 32-bit,Windows Vista 64-bit,20 GB,20 GB,12/1/2016
Reclaimed: Capture the log,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/6/2015
